route_id,source,destination,vehicle_position,timestamp,available_seats,next_stop,day,time_of_day
7,Greater Kailash,Lajpat Nagar,"(77.16425202095631, 28.524189328137673)",3,41,The Garden of Five Senses,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.16982573966497, 28.52241358976646)",4,40,The Garden of Five Senses,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.17539945837365, 28.520637851395247)",5,40,The Garden of Five Senses,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.18097317708231, 28.518862113024035)",6,45,The Garden of Five Senses,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.18654689579097, 28.517086374652823)",7,50,The Garden of Five Senses,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.19212061449963, 28.51531063628161)",8,49,The Garden of Five Senses,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.19769433320829, 28.513534897910397)",0,46,National Rail Museum,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.19537116466354, 28.523770643666733)",1,42,National Rail Museum,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.19304799611879, 28.53400638942307)",2,49,National Rail Museum,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.19072482757404, 28.544242135179406)",3,42,National Rail Museum,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.18840165902931, 28.554477880935742)",4,41,National Rail Museum,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.18607849048456, 28.56471362669208)",5,48,National Rail Museum,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.18375532193981, 28.574949372448415)",6,42,National Rail Museum,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.18143215339506, 28.585185118204752)",0,50,Lodhi Garden 1,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.18621289104807, 28.586175802803687)",1,39,Lodhi Garden 1,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.19099362870108, 28.58716648740262)",2,46,Lodhi Garden 1,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.19577436635409, 28.58815717200155)",3,48,Lodhi Garden 1,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.2005551040071, 28.589147856600487)",4,50,Lodhi Garden 1,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.20533584166012, 28.590138541199423)",5,48,Lodhi Garden 1,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.21011657931312, 28.591129225798355)",6,44,Lodhi Garden 1,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.21489731696613, 28.592119910397287)",7,44,Lodhi Garden 1,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.21967805461914, 28.593110594996222)",0,46,Lajpat Nagar,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.22228640789785, 28.58956343430248)",1,48,Lajpat Nagar,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.22489476117659, 28.586016273608738)",2,39,Lajpat Nagar,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.22750311445532, 28.582469112914996)",3,50,Lajpat Nagar,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.23011146773403, 28.578921952221254)",4,48,Lajpat Nagar,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.23271982101275, 28.575374791527512)",5,45,Lajpat Nagar,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.23532817429148, 28.57182763083377)",6,38,Lajpat Nagar,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.23793652757021, 28.568280470140028)",7,50,Lajpat Nagar,Day 2,Morning
7,Greater Kailash,Lajpat Nagar,"(77.23666080822277, 28.548544934492334)",0,49,Vasant Kunj,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.22675748117916, 28.546430668798887)",1,41,Vasant Kunj,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.21685415413556, 28.54431640310544)",2,43,Vasant Kunj,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.20695082709196, 28.542202137411994)",3,44,Vasant Kunj,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.19704750004836, 28.540087871718548)",4,47,Vasant Kunj,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.18714417300474, 28.537973606025098)",5,50,Vasant Kunj,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.17724084596114, 28.53585934033165)",6,47,Vasant Kunj,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.16733751891753, 28.533745074638205)",7,47,Vasant Kunj,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.15743419187393, 28.531630808944758)",8,50,Vasant Kunj,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.14753086483033, 28.52951654325131)",0,50,The Garden of Five Senses,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.15310458353899, 28.5277408048801)",1,47,The Garden of Five Senses,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.15867830224765, 28.525965066508885)",2,43,The Garden of Five Senses,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.16425202095631, 28.524189328137673)",3,44,The Garden of Five Senses,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.16982573966497, 28.52241358976646)",4,43,The Garden of Five Senses,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.17539945837365, 28.520637851395247)",5,50,The Garden of Five Senses,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.18097317708231, 28.518862113024035)",6,42,The Garden of Five Senses,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.18654689579097, 28.517086374652823)",7,45,The Garden of Five Senses,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.19212061449963, 28.51531063628161)",8,45,The Garden of Five Senses,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.19769433320829, 28.513534897910397)",0,50,National Rail Museum,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.19537116466354, 28.523770643666733)",1,47,National Rail Museum,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.19304799611879, 28.53400638942307)",2,38,National Rail Museum,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.19072482757404, 28.544242135179406)",3,43,National Rail Museum,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.18840165902931, 28.554477880935742)",4,47,National Rail Museum,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.18607849048456, 28.56471362669208)",5,40,National Rail Museum,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.18375532193981, 28.574949372448415)",6,42,National Rail Museum,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.18143215339506, 28.585185118204752)",0,43,Lodhi Garden 1,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.18621289104807, 28.586175802803687)",1,45,Lodhi Garden 1,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.19099362870108, 28.58716648740262)",2,45,Lodhi Garden 1,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.19577436635409, 28.58815717200155)",3,45,Lodhi Garden 1,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.2005551040071, 28.589147856600487)",4,50,Lodhi Garden 1,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.20533584166012, 28.590138541199423)",5,38,Lodhi Garden 1,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.21011657931312, 28.591129225798355)",6,50,Lodhi Garden 1,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.21489731696613, 28.592119910397287)",7,50,Lodhi Garden 1,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.21967805461914, 28.593110594996222)",0,45,Lajpat Nagar,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.22228640789785, 28.58956343430248)",1,40,Lajpat Nagar,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.22489476117659, 28.586016273608738)",2,43,Lajpat Nagar,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.22750311445532, 28.582469112914996)",3,40,Lajpat Nagar,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.23011146773403, 28.578921952221254)",4,40,Lajpat Nagar,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.23271982101275, 28.575374791527512)",5,47,Lajpat Nagar,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.23532817429148, 28.57182763083377)",6,40,Lajpat Nagar,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.23793652757021, 28.568280470140028)",7,45,Lajpat Nagar,Day 2,Night
7,Greater Kailash,Lajpat Nagar,"(77.23666080822277, 28.548544934492334)",0,29,Vasant Kunj,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.22675748117916, 28.546430668798887)",1,29,Vasant Kunj,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.21685415413556, 28.54431640310544)",2,18,Vasant Kunj,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.20695082709196, 28.542202137411994)",3,22,Vasant Kunj,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.19704750004836, 28.540087871718548)",4,28,Vasant Kunj,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.18714417300474, 28.537973606025098)",5,24,Vasant Kunj,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.17724084596114, 28.53585934033165)",6,23,Vasant Kunj,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.16733751891753, 28.533745074638205)",7,22,Vasant Kunj,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.15743419187393, 28.531630808944758)",8,18,Vasant Kunj,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.14753086483033, 28.52951654325131)",0,25,The Garden of Five Senses,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.15310458353899, 28.5277408048801)",1,31,The Garden of Five Senses,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.15867830224765, 28.525965066508885)",2,30,The Garden of Five Senses,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.16425202095631, 28.524189328137673)",3,22,The Garden of Five Senses,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.16982573966497, 28.52241358976646)",4,18,The Garden of Five Senses,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.17539945837365, 28.520637851395247)",5,21,The Garden of Five Senses,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.18097317708231, 28.518862113024035)",6,30,The Garden of Five Senses,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.18654689579097, 28.517086374652823)",7,26,The Garden of Five Senses,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.19212061449963, 28.51531063628161)",8,22,The Garden of Five Senses,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.19769433320829, 28.513534897910397)",0,24,National Rail Museum,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.19537116466354, 28.523770643666733)",1,26,National Rail Museum,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.19304799611879, 28.53400638942307)",2,18,National Rail Museum,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.19072482757404, 28.544242135179406)",3,25,National Rail Museum,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.18840165902931, 28.554477880935742)",4,22,National Rail Museum,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.18607849048456, 28.56471362669208)",5,20,National Rail Museum,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.18375532193981, 28.574949372448415)",6,28,National Rail Museum,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.18143215339506, 28.585185118204752)",0,20,Lodhi Garden 1,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.18621289104807, 28.586175802803687)",1,29,Lodhi Garden 1,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.19099362870108, 28.58716648740262)",2,21,Lodhi Garden 1,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.19577436635409, 28.58815717200155)",3,20,Lodhi Garden 1,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.2005551040071, 28.589147856600487)",4,23,Lodhi Garden 1,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.20533584166012, 28.590138541199423)",5,31,Lodhi Garden 1,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.21011657931312, 28.591129225798355)",6,24,Lodhi Garden 1,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.21489731696613, 28.592119910397287)",7,28,Lodhi Garden 1,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.21967805461914, 28.593110594996222)",0,22,Lajpat Nagar,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.22228640789785, 28.58956343430248)",1,21,Lajpat Nagar,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.22489476117659, 28.586016273608738)",2,27,Lajpat Nagar,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.22750311445532, 28.582469112914996)",3,29,Lajpat Nagar,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.23011146773403, 28.578921952221254)",4,27,Lajpat Nagar,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.23271982101275, 28.575374791527512)",5,19,Lajpat Nagar,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.23532817429148, 28.57182763083377)",6,26,Lajpat Nagar,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.23793652757021, 28.568280470140028)",7,25,Lajpat Nagar,Day 3,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.23666080822277, 28.548544934492334)",0,50,Vasant Kunj,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.22675748117916, 28.546430668798887)",1,46,Vasant Kunj,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.21685415413556, 28.54431640310544)",2,39,Vasant Kunj,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.20695082709196, 28.542202137411994)",3,50,Vasant Kunj,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.19704750004836, 28.540087871718548)",4,44,Vasant Kunj,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.18714417300474, 28.537973606025098)",5,49,Vasant Kunj,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.17724084596114, 28.53585934033165)",6,48,Vasant Kunj,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.16733751891753, 28.533745074638205)",7,42,Vasant Kunj,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.15743419187393, 28.531630808944758)",8,50,Vasant Kunj,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.14753086483033, 28.52951654325131)",0,50,The Garden of Five Senses,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.15310458353899, 28.5277408048801)",1,45,The Garden of Five Senses,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.15867830224765, 28.525965066508885)",2,37,The Garden of Five Senses,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.16425202095631, 28.524189328137673)",3,41,The Garden of Five Senses,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.16982573966497, 28.52241358976646)",4,47,The Garden of Five Senses,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.17539945837365, 28.520637851395247)",5,47,The Garden of Five Senses,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.18097317708231, 28.518862113024035)",6,36,The Garden of Five Senses,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.18654689579097, 28.517086374652823)",7,41,The Garden of Five Senses,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.19212061449963, 28.51531063628161)",8,50,The Garden of Five Senses,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.19769433320829, 28.513534897910397)",0,46,National Rail Museum,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.19537116466354, 28.523770643666733)",1,43,National Rail Museum,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.19304799611879, 28.53400638942307)",2,50,National Rail Museum,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.19072482757404, 28.544242135179406)",3,45,National Rail Museum,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.18840165902931, 28.554477880935742)",4,47,National Rail Museum,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.18607849048456, 28.56471362669208)",5,40,National Rail Museum,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.18375532193981, 28.574949372448415)",6,48,National Rail Museum,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.18143215339506, 28.585185118204752)",0,38,Lodhi Garden 1,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.18621289104807, 28.586175802803687)",1,50,Lodhi Garden 1,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.19099362870108, 28.58716648740262)",2,43,Lodhi Garden 1,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.19577436635409, 28.58815717200155)",3,48,Lodhi Garden 1,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.2005551040071, 28.589147856600487)",4,42,Lodhi Garden 1,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.20533584166012, 28.590138541199423)",5,42,Lodhi Garden 1,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.21011657931312, 28.591129225798355)",6,48,Lodhi Garden 1,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.21489731696613, 28.592119910397287)",7,48,Lodhi Garden 1,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.21967805461914, 28.593110594996222)",0,41,Lajpat Nagar,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.22228640789785, 28.58956343430248)",1,44,Lajpat Nagar,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.22489476117659, 28.586016273608738)",2,42,Lajpat Nagar,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.22750311445532, 28.582469112914996)",3,41,Lajpat Nagar,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.23011146773403, 28.578921952221254)",4,50,Lajpat Nagar,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.23271982101275, 28.575374791527512)",5,50,Lajpat Nagar,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.23532817429148, 28.57182763083377)",6,41,Lajpat Nagar,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.23793652757021, 28.568280470140028)",7,48,Lajpat Nagar,Day 3,Morning
7,Greater Kailash,Lajpat Nagar,"(77.23666080822277, 28.548544934492334)",0,46,Vasant Kunj,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.22675748117916, 28.546430668798887)",1,50,Vasant Kunj,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.21685415413556, 28.54431640310544)",2,39,Vasant Kunj,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.20695082709196, 28.542202137411994)",3,48,Vasant Kunj,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.19704750004836, 28.540087871718548)",4,42,Vasant Kunj,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.18714417300474, 28.537973606025098)",5,45,Vasant Kunj,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.17724084596114, 28.53585934033165)",6,50,Vasant Kunj,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.16733751891753, 28.533745074638205)",7,50,Vasant Kunj,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.15743419187393, 28.531630808944758)",8,43,Vasant Kunj,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.14753086483033, 28.52951654325131)",0,44,The Garden of Five Senses,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.15310458353899, 28.5277408048801)",1,47,The Garden of Five Senses,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.15867830224765, 28.525965066508885)",2,45,The Garden of Five Senses,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.16425202095631, 28.524189328137673)",3,50,The Garden of Five Senses,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.16982573966497, 28.52241358976646)",4,43,The Garden of Five Senses,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.17539945837365, 28.520637851395247)",5,50,The Garden of Five Senses,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.18097317708231, 28.518862113024035)",6,44,The Garden of Five Senses,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.18654689579097, 28.517086374652823)",7,42,The Garden of Five Senses,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.19212061449963, 28.51531063628161)",8,36,The Garden of Five Senses,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.19769433320829, 28.513534897910397)",0,43,National Rail Museum,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.19537116466354, 28.523770643666733)",1,48,National Rail Museum,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.19304799611879, 28.53400638942307)",2,44,National Rail Museum,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.19072482757404, 28.544242135179406)",3,41,National Rail Museum,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.18840165902931, 28.554477880935742)",4,37,National Rail Museum,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.18607849048456, 28.56471362669208)",5,43,National Rail Museum,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.18375532193981, 28.574949372448415)",6,42,National Rail Museum,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.18143215339506, 28.585185118204752)",0,49,Lodhi Garden 1,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.18621289104807, 28.586175802803687)",1,44,Lodhi Garden 1,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.19099362870108, 28.58716648740262)",2,47,Lodhi Garden 1,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.19577436635409, 28.58815717200155)",3,41,Lodhi Garden 1,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.2005551040071, 28.589147856600487)",4,44,Lodhi Garden 1,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.20533584166012, 28.590138541199423)",5,50,Lodhi Garden 1,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.21011657931312, 28.591129225798355)",6,38,Lodhi Garden 1,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.21489731696613, 28.592119910397287)",7,46,Lodhi Garden 1,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.21967805461914, 28.593110594996222)",0,44,Lajpat Nagar,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.22228640789785, 28.58956343430248)",1,42,Lajpat Nagar,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.22489476117659, 28.586016273608738)",2,49,Lajpat Nagar,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.22750311445532, 28.582469112914996)",3,46,Lajpat Nagar,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.23011146773403, 28.578921952221254)",4,40,Lajpat Nagar,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.23271982101275, 28.575374791527512)",5,46,Lajpat Nagar,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.23532817429148, 28.57182763083377)",6,36,Lajpat Nagar,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.23793652757021, 28.568280470140028)",7,48,Lajpat Nagar,Day 3,Night
7,Greater Kailash,Lajpat Nagar,"(77.23666080822277, 28.548544934492334)",0,27,Vasant Kunj,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.22675748117916, 28.546430668798887)",1,25,Vasant Kunj,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.21685415413556, 28.54431640310544)",2,28,Vasant Kunj,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.20695082709196, 28.542202137411994)",3,25,Vasant Kunj,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.19704750004836, 28.540087871718548)",4,25,Vasant Kunj,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.18714417300474, 28.537973606025098)",5,20,Vasant Kunj,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.17724084596114, 28.53585934033165)",6,20,Vasant Kunj,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.16733751891753, 28.533745074638205)",7,32,Vasant Kunj,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.15743419187393, 28.531630808944758)",8,21,Vasant Kunj,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.14753086483033, 28.52951654325131)",0,22,The Garden of Five Senses,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.15310458353899, 28.5277408048801)",1,26,The Garden of Five Senses,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.15867830224765, 28.525965066508885)",2,19,The Garden of Five Senses,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.16425202095631, 28.524189328137673)",3,27,The Garden of Five Senses,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.16982573966497, 28.52241358976646)",4,25,The Garden of Five Senses,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.17539945837365, 28.520637851395247)",5,27,The Garden of Five Senses,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.18097317708231, 28.518862113024035)",6,21,The Garden of Five Senses,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.18654689579097, 28.517086374652823)",7,28,The Garden of Five Senses,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.19212061449963, 28.51531063628161)",8,29,The Garden of Five Senses,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.19769433320829, 28.513534897910397)",0,24,National Rail Museum,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.19537116466354, 28.523770643666733)",1,20,National Rail Museum,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.19304799611879, 28.53400638942307)",2,28,National Rail Museum,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.19072482757404, 28.544242135179406)",3,18,National Rail Museum,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.18840165902931, 28.554477880935742)",4,26,National Rail Museum,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.18607849048456, 28.56471362669208)",5,30,National Rail Museum,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.18375532193981, 28.574949372448415)",6,20,National Rail Museum,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.18143215339506, 28.585185118204752)",0,22,Lodhi Garden 1,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.18621289104807, 28.586175802803687)",1,27,Lodhi Garden 1,Day 4,Afternoon
7,Greater Kailash,Lajpat Nagar,"(77.19099362870108, 28.58716648740262)",2,21,Lodhi Garden 1,Day 4,Afternoon
